Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations,location_word,uncertain_location_specificity,lat,lng
1977-0226-AUS,1977,0226,NA,Natural,Hydrological,Flood,NA,NA,NA,Australia,AUS,Australia and New Zealand,Oceania,New South Wales,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,3,NA,1977,3,NA,NA,NA,NA,NA,NA,NA,NA,17686,23.7068509965271,NA,NA,NA,NA,new south wales,FALSE,-33.86785,151.20732
1977-0060-BGD,1977,0060,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Bangladesh,BGD,Southern Asia,Asia,Mymensingh district,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,4,24,1977,4,24,13,100,NA,NA,100,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,mymensingh,FALSE,24.75636,90.40646
1977-0054-BGD,1977,0054,NA,Natural,Meteorological,Storm,NA,NA,NA,Bangladesh,BGD,Southern Asia,Asia,Madaripur,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,4,1,1977,4,1,600,10000,NA,NA,10000,NA,NA,50000,23.7068509965271,NA,NA,NA,NA,madaripur,FALSE,23.17097,90.20935
1977-0110-BGD,1977,0110,NA,Natural,Hydrological,Flood,NA,NA,NA,Bangladesh,BGD,Southern Asia,Asia,Brahmaputra Valley,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,9,NA,1977,9,NA,5,NA,200000,NA,200000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,brahmaputra valley,FALSE,NA,NA
1977-0048-BGR,1977,0048,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Bulgaria,BGR,Eastern Europe,Europe,"Svishtov, Ruse",NA,NA,NA,NA,No,No,NA,6,Richter,45.77 N,26.76 E,NA,NA,1977,3,4,1977,3,4,20,165,NA,NA,165,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,svishtov,FALSE,43.61875,25.35033
1977-0048-BGR,1977,0048,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Bulgaria,BGR,Eastern Europe,Europe,"Svishtov, Ruse",NA,NA,NA,NA,No,No,NA,6,Richter,45.77 N,26.76 E,NA,NA,1977,3,4,1977,3,4,20,165,NA,NA,165,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,ruse,FALSE,43.84872,25.9534
1977-9005-BOL,1977,9005,NA,Natural,Climatological,Drought,Drought,NA,NA,Bolivia (Plurinational State of),BOL,South America,Americas,Potosi department,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,potosi,FALSE,-19.58361,-65.75306
1977-0036-BOL,1977,0036,NA,Natural,Hydrological,Flood,NA,NA,NA,Bolivia (Plurinational State of),BOL,South America,Americas,Santa Cruz department,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,1,3,1977,1,3,10,NA,70000,20000,90000,NA,NA,10000,23.7068509965271,NA,NA,NA,NA,santa cruz,FALSE,-17.78629,-63.18117
1977-9006-BRA,1977,9006,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,North East,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,north east,FALSE,-3.83228,-32.39847
1977-0061-BRA,1977,0061,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Recife,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,5,NA,1977,5,NA,2,NA,75000,50000,125000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,recife,FALSE,-8.05389,-34.88111
1977-0077-BRA,1977,0077,NA,Natural,Meteorological,Storm,NA,NA,NA,Brazil,BRA,South America,Americas,"Aracaju, Sergipe",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,6,17,1977,6,17,10,100,NA,NA,100,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,aracaju,FALSE,-10.91111,-37.07167
1977-0077-BRA,1977,0077,NA,Natural,Meteorological,Storm,NA,NA,NA,Brazil,BRA,South America,Americas,"Aracaju, Sergipe",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,6,17,1977,6,17,10,100,NA,NA,100,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,sergipe,FALSE,-10.5,-37.33333
1977-0105-BRA,1977,0105,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Rio Grande Do Sul,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,8,9,1977,8,9,NA,NA,6000,NA,6000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,rio grande do sul,FALSE,-30,-53.5
1977-9294-CAN,1977,9294,NA,Natural,Climatological,Drought,Drought,NA,NA,Canada,CAN,Northern America,Americas,Prairie provinces,NA,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1977,1,NA,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000000,23.7068509965271,NA,NA,NA,NA,prairie,FALSE,55.16667,-118.80271
1977-0203-CAN,1977,0203,NA,Natural,Meteorological,Storm,NA,NA,NA,Canada,CAN,Northern America,Americas,"Niagara Peninsula, Ontario",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,1,28,1977,1,28,NA,NA,NA,NA,NA,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,niagara peninsula,FALSE,43.02482,-79.34379
1977-0203-CAN,1977,0203,NA,Natural,Meteorological,Storm,NA,NA,NA,Canada,CAN,Northern America,Americas,"Niagara Peninsula, Ontario",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,1,28,1977,1,28,NA,NA,NA,NA,NA,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,ontario,FALSE,43.70011,-79.4163
1977-0209-CHE,1977,0209,NA,Natural,Hydrological,Flood,NA,NA,NA,Switzerland,CHE,Western Europe,Europe,Uri canton,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,7,NA,1977,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,uri canton,FALSE,46.7847,8.64175
1977-0087-CHL,1977,0087,NA,Natural,Meteorological,Storm,NA,NA,NA,Chile,CHL,South America,Americas,Santiago area,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,7,20,1977,7,20,15,NA,NA,16800,16800,NA,NA,6800,23.7068509965271,NA,NA,NA,NA,santiago area,FALSE,-33.45694,-70.64827
1977-0069-COL,1977,0069,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Colombia,COL,South America,Americas,Marizales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,5,9,1977,5,9,NA,NA,NA,100,100,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,marizales,FALSE,7.27242,-75.31242
1977-0056-COM,1977,0056,NA,Natural,Geophysical,Volcanic activity,Ash fall,NA,Mount Karthala,Comoros (the),COM,Eastern Africa,Africa,Grande Comore,NA,NA,NA,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,1977,4,5,1977,4,5,1,NA,20000,5000,25000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,grande comore,FALSE,-11.70216,43.25506
1977-0073-CUB,1977,0073,NA,Natural,Hydrological,Flood,NA,NA,NA,Cuba,CUB,Caribbean,Americas,Eastern,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,6,NA,1977,6,NA,7,NA,18000,NA,18000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,eastern,FALSE,NA,NA
1977-0120-DJI,1977,0120,NA,Natural,Hydrological,Flood,NA,NA,NA,Djibouti,DJI,Eastern Africa,Africa,Djibouti city,NA,NA,NA,Yes,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,10,NA,1977,10,NA,NA,NA,85000,6000,91000,NA,NA,2500,23.7068509965271,NA,NA,NA,NA,djibouti,FALSE,11.58901,43.14503
1977-0001-ECU,1977,0001,NA,Natural,Biological,Epidemic,Bacterial disease,NA,Typhoid,Ecuador,ECU,South America,Americas,West portions of Quito,NA,NA,NA,Yes,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1977,1,1,1977,1,1,NA,NA,300,NA,300,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,west portions,FALSE,NA,NA
1977-0001-ECU,1977,0001,NA,Natural,Biological,Epidemic,Bacterial disease,NA,Typhoid,Ecuador,ECU,South America,Americas,West portions of Quito,NA,NA,NA,Yes,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1977,1,1,1977,1,1,NA,NA,300,NA,300,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,quito,FALSE,-0.22985,-78.52495
1977-0128-ETH,1977,0128,NA,Natural,Hydrological,Flood,NA,NA,NA,Ethiopia,ETH,Eastern Africa,Africa,Awash River Valley,NA,NA,NA,Yes,NA,NA,NA,18,Km2,NA,NA,NA,NA,1977,11,NA,1977,11,NA,7,NA,16000,NA,16000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,awash river valley,FALSE,NA,NA
1977-0084-FRA,1977,0084,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,France,FRA,Western Europe,Europe,Gers (South West),Heavy rains,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,Lannemazan,1977,7,8,1977,7,8,26,NA,25000,NA,25000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,gers,TRUE,43.64561,0.58856
1977-0084-FRA,1977,0084,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,France,FRA,Western Europe,Europe,Gers (South West),Heavy rains,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,Lannemazan,1977,7,8,1977,7,8,26,NA,25000,NA,25000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,south west,TRUE,17.9,-62.86667
1977-0129-GRC,1977,0129,NA,Natural,Hydrological,Flood,NA,NA,NA,Greece,GRC,Southern Europe,Europe,"Piraeus city (Attikis district, Attiki province)",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,10,1,1977,11,30,27,NA,1600,NA,1600,NA,NA,28000,23.7068509965271,2,NA,16680,Attikis (Adm2).,piraeus,TRUE,37.94203,23.64619
1977-0129-GRC,1977,0129,NA,Natural,Hydrological,Flood,NA,NA,NA,Greece,GRC,Southern Europe,Europe,"Piraeus city (Attikis district, Attiki province)",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,10,1,1977,11,30,27,NA,1600,NA,1600,NA,NA,28000,23.7068509965271,2,NA,16680,Attikis (Adm2).,attikis,TRUE,37.94203,23.64619
1977-0129-GRC,1977,0129,NA,Natural,Hydrological,Flood,NA,NA,NA,Greece,GRC,Southern Europe,Europe,"Piraeus city (Attikis district, Attiki province)",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,10,1,1977,11,30,27,NA,1600,NA,1600,NA,NA,28000,23.7068509965271,2,NA,16680,Attikis (Adm2).,attiki,TRUE,37.98376,23.72784
1977-0198-HKG,1977,0198,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Hong Kong,HKG,Eastern Asia,Asia,"Pokfulam, Kowloon",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,7,4,1977,7,4,NA,NA,20,NA,20,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,pokfulam,FALSE,NA,NA
1977-0198-HKG,1977,0198,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Hong Kong,HKG,Eastern Asia,Asia,"Pokfulam, Kowloon",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,7,4,1977,7,4,NA,NA,20,NA,20,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,kowloon,FALSE,22.31667,114.18333
1977-0196-HKG,1977,0196,NA,Natural,Hydrological,Flood,NA,NA,NA,Hong Kong,HKG,Eastern Asia,Asia,"Lam Tin, Lei U Mun, Sau Mau Ping",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,6,23,1977,6,23,NA,NA,37,60,97,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,lam tin,FALSE,22.30933,114.23634
1977-0196-HKG,1977,0196,NA,Natural,Hydrological,Flood,NA,NA,NA,Hong Kong,HKG,Eastern Asia,Asia,"Lam Tin, Lei U Mun, Sau Mau Ping",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,6,23,1977,6,23,NA,NA,37,60,97,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,lei u mun,FALSE,22.2858,114.24325
1977-0196-HKG,1977,0196,NA,Natural,Hydrological,Flood,NA,NA,NA,Hong Kong,HKG,Eastern Asia,Asia,"Lam Tin, Lei U Mun, Sau Mau Ping",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,6,23,1977,6,23,NA,NA,37,60,97,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,sau mau ping,FALSE,22.3202,114.23497
1977-0251-IDN,1977,0251,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,East Timor,NA,NA,NA,NA,No,No,NA,NA,Richter,NA,NA,NA,NA,1977,8,27,1977,8,27,2,25,NA,NA,25,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,east timor,FALSE,-8.26667,125.48333
1977-0091-IDN,1977,0091,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,Central Java,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,7,30,1977,7,30,1,60,3000,NA,3060,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,central java,FALSE,-6.99306,110.42083
1977-0013-IDN,1977,0013,NA,Natural,Biological,Epidemic,Bacterial disease,NA,Cholera,Indonesia,IDN,South-Eastern Asia,Asia,Jakarta,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1977,1,1,1977,1,1,37,NA,29942,NA,29942,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,jakarta,FALSE,-6.21462,106.84513
1977-0138-IDN,1977,0138,NA,Natural,Biological,Epidemic,Bacterial disease,NA,Cholera,Indonesia,IDN,South-Eastern Asia,Asia,East Java,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1977,12,NA,1977,12,NA,80,NA,NA,NA,NA,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,east java,FALSE,-7.24917,112.75083
1977-0014-IDN,1977,0014,NA,Natural,Hydrological,Flood,NA,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,"Jakarta, East Java",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,1,NA,1977,1,NA,10,NA,260000,NA,260000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,jakarta,FALSE,-6.21462,106.84513
1977-0014-IDN,1977,0014,NA,Natural,Hydrological,Flood,NA,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,"Jakarta, East Java",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,1,NA,1977,1,NA,10,NA,260000,NA,260000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,east java,FALSE,-7.24917,112.75083
1977-0043-IDN,1977,0043,NA,Natural,Hydrological,Flood,NA,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,Central Java,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,2,NA,1977,2,NA,NA,NA,25000,NA,25000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,central java,FALSE,-6.99306,110.42083
1977-0046-IDN,1977,0046,NA,Natural,Hydrological,Flood,NA,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,"Bandung district, Java",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,3,NA,1977,3,NA,12,NA,5000,NA,5000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,bandung,FALSE,-6.92222,107.60694
1977-0046-IDN,1977,0046,NA,Natural,Hydrological,Flood,NA,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,"Bandung district, Java",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,3,NA,1977,3,NA,12,NA,5000,NA,5000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,java,FALSE,-7.49167,110.00444
1977-0094-IND,1977,0094,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,India,IND,Southern Asia,Asia,Ganges region,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1977,8,NA,1977,8,NA,500,NA,1000000,NA,1000000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,ganges,FALSE,23,89
1977-0133-IND,1977,0133,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,"Tamil Nadu, Andhra Pradesh, Kerala",NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,11,12,1977,11,12,14204,NA,9037400,5432400,14469800,NA,NA,498535,23.7068509965271,NA,NA,NA,NA,tamil nadu,FALSE,13.08784,80.27847
1977-0133-IND,1977,0133,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,"Tamil Nadu, Andhra Pradesh, Kerala",NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,11,12,1977,11,12,14204,NA,9037400,5432400,14469800,NA,NA,498535,23.7068509965271,NA,NA,NA,NA,andhra pradesh,FALSE,15.83333,79.75
1977-0133-IND,1977,0133,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,"Tamil Nadu, Andhra Pradesh, Kerala",NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,11,12,1977,11,12,14204,NA,9037400,5432400,14469800,NA,NA,498535,23.7068509965271,NA,NA,NA,NA,kerala,FALSE,8.4855,76.94924
1977-0201-IND,1977,0201,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,"North of Nellore district, South of Prakasam district (Andhra Pradesh)",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,10,27,1977,10,27,2,NA,10000,NA,10000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,north,TRUE,15.49574,73.82624
1977-0201-IND,1977,0201,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,"North of Nellore district, South of Prakasam district (Andhra Pradesh)",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,10,27,1977,10,27,2,NA,10000,NA,10000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,nellore,TRUE,14.44992,79.98697
1977-0201-IND,1977,0201,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,"North of Nellore district, South of Prakasam district (Andhra Pradesh)",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1977,10,27,1977,10,27,2,NA,10000,NA,10000,NA,NA,NA,23.7068509965271,NA,NA,NA,NA,south,TRUE,12.91723,74.85603
