Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations,location_word,uncertain_location_specificity,lat,lng
1909-0009-FRA,1909,0009,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,France,FRA,Western Europe,Europe,"Lambesc, Saint-Cannat, Rognes, Vernegues, Charleval, La Roque d'Antheron (Haute-Provence)",NA,NA,NA,NA,NA,NA,NA,6,Richter,44.05,6.14,21:15,NA,1909,6,11,1909,6,11,46,NA,NA,NA,NA,NA,NA,NA,3.5223001018494,NA,NA,NA,NA,saint-cannat,TRUE,43.62132,5.2981
1909-0009-FRA,1909,0009,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,France,FRA,Western Europe,Europe,"Lambesc, Saint-Cannat, Rognes, Vernegues, Charleval, La Roque d'Antheron (Haute-Provence)",NA,NA,NA,NA,NA,NA,NA,6,Richter,44.05,6.14,21:15,NA,1909,6,11,1909,6,11,46,NA,NA,NA,NA,NA,NA,NA,3.5223001018494,NA,NA,NA,NA,rognes,TRUE,43.66378,5.34733
1909-0009-FRA,1909,0009,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,France,FRA,Western Europe,Europe,"Lambesc, Saint-Cannat, Rognes, Vernegues, Charleval, La Roque d'Antheron (Haute-Provence)",NA,NA,NA,NA,NA,NA,NA,6,Richter,44.05,6.14,21:15,NA,1909,6,11,1909,6,11,46,NA,NA,NA,NA,NA,NA,NA,3.5223001018494,NA,NA,NA,NA,vernegues,TRUE,43.68575,5.17156
1909-0009-FRA,1909,0009,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,France,FRA,Western Europe,Europe,"Lambesc, Saint-Cannat, Rognes, Vernegues, Charleval, La Roque d'Antheron (Haute-Provence)",NA,NA,NA,NA,NA,NA,NA,6,Richter,44.05,6.14,21:15,NA,1909,6,11,1909,6,11,46,NA,NA,NA,NA,NA,NA,NA,3.5223001018494,NA,NA,NA,NA,charleval,TRUE,49.3729,1.38369
1909-0009-FRA,1909,0009,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,France,FRA,Western Europe,Europe,"Lambesc, Saint-Cannat, Rognes, Vernegues, Charleval, La Roque d'Antheron (Haute-Provence)",NA,NA,NA,NA,NA,NA,NA,6,Richter,44.05,6.14,21:15,NA,1909,6,11,1909,6,11,46,NA,NA,NA,NA,NA,NA,NA,3.5223001018494,NA,NA,NA,NA,la roque d'antheron,TRUE,43.71544,5.30973
1909-0009-FRA,1909,0009,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,France,FRA,Western Europe,Europe,"Lambesc, Saint-Cannat, Rognes, Vernegues, Charleval, La Roque d'Antheron (Haute-Provence)",NA,NA,NA,NA,NA,NA,NA,6,Richter,44.05,6.14,21:15,NA,1909,6,11,1909,6,11,46,NA,NA,NA,NA,NA,NA,NA,3.5223001018494,NA,NA,NA,NA,haute-provence,TRUE,43.82883,5.78688
1909-0012-HTI,1909,0012,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Haiti,HTI,Caribbean,Americas,"Cul de Sac,Leogane",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1909,11,12,1909,11,12,150,NA,NA,NA,NA,NA,NA,NA,3.5223001018494,NA,NA,NA,NA,cul de sac,FALSE,18.62963,-72.22609
1909-0012-HTI,1909,0012,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Haiti,HTI,Caribbean,Americas,"Cul de Sac,Leogane",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1909,11,12,1909,11,12,150,NA,NA,NA,NA,NA,NA,NA,3.5223001018494,NA,NA,NA,NA,leogane,FALSE,18.5111,-72.63343
1910-0016-CAN,1910,0016,NA,Natural,Hydrological,Landslide,Avalanche,NA,NA,Canada,CAN,Northern America,Americas,"Roger's Pass, British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,3,5,1910,3,5,62,NA,NA,NA,NA,NA,NA,NA,3.6527556611772,NA,NA,NA,NA,roger's pass,FALSE,NA,NA
1910-0016-CAN,1910,0016,NA,Natural,Hydrological,Landslide,Avalanche,NA,NA,Canada,CAN,Northern America,Americas,"Roger's Pass, British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,3,5,1910,3,5,62,NA,NA,NA,NA,NA,NA,NA,3.6527556611772,NA,NA,NA,NA,british columbia,FALSE,49.24966,-123.11934
1910-0001-CHN,1910,0001,NA,Natural,Biological,Epidemic,Bacterial disease,NA,Pneumonic,China,CHN,Eastern Asia,Asia,Manchuria,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1910,NA,NA,1910,NA,NA,60000,NA,NA,NA,NA,NA,NA,NA,3.6527556611772,NA,NA,NA,NA,manchuria,FALSE,49.6,117.43333
1910-0004-CRI,1910,0004,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Costa Rica,CRI,Central America,Americas,Cartago,NA,NA,NA,NA,NA,NA,NA,NA,Richter,9.8,-84,NA,NA,1910,4,13,1910,4,13,1750,NA,NA,NA,NA,NA,NA,NA,3.6527556611772,NA,NA,NA,NA,cartago,FALSE,9.86444,-83.91944
1910-0005-DZA,1910,0005,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Algeria,DZA,Northern Africa,Africa,"Kabylie, Masqueray",NA,NA,NA,NA,NA,NA,NA,6,Richter,36,4,13:36,NA,1910,6,24,1910,6,24,12,NA,NA,NA,NA,NA,NA,NA,3.6527556611772,NA,NA,NA,NA,kabylie,FALSE,36.71182,4.04591
1910-0005-DZA,1910,0005,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Algeria,DZA,Northern Africa,Africa,"Kabylie, Masqueray",NA,NA,NA,NA,NA,NA,NA,6,Richter,36,4,13:36,NA,1910,6,24,1910,6,24,12,NA,NA,NA,NA,NA,NA,NA,3.6527556611772,NA,NA,NA,NA,masqueray,FALSE,36.13821,3.42701
1911-0004-BGD,1911,0004,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Bangladesh,BGD,Southern Asia,Asia,Teknaf,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1911,4,NA,1911,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6527556611772,NA,NA,NA,NA,teknaf,FALSE,20.85829,92.29773
1911-0018-CAN,1911,0018,NA,Natural,Climatological,Wildfire,Forest fire,NA,NA,Canada,CAN,Northern America,Americas,"Cochrane (and Northern Region), Ontario",NA,NA,NA,NA,NA,NA,NA,1294994,Km2,NA,NA,NA,NA,1911,7,11,1911,7,11,73,NA,NA,200,200,NA,NA,NA,3.6527556611772,NA,NA,NA,NA,cochrane,TRUE,50.00022,-82.99979
1911-0018-CAN,1911,0018,NA,Natural,Climatological,Wildfire,Forest fire,NA,NA,Canada,CAN,Northern America,Americas,"Cochrane (and Northern Region), Ontario",NA,NA,NA,NA,NA,NA,NA,1294994,Km2,NA,NA,NA,NA,1911,7,11,1911,7,11,73,NA,NA,200,200,NA,NA,NA,3.6527556611772,NA,NA,NA,NA,and northern,TRUE,52,-56
1911-0018-CAN,1911,0018,NA,Natural,Climatological,Wildfire,Forest fire,NA,NA,Canada,CAN,Northern America,Americas,"Cochrane (and Northern Region), Ontario",NA,NA,NA,NA,NA,NA,NA,1294994,Km2,NA,NA,NA,NA,1911,7,11,1911,7,11,73,NA,NA,200,200,NA,NA,NA,3.6527556611772,NA,NA,NA,NA,ontario,TRUE,43.70011,-79.4163
1912-0021-CAN,1912,0021,NA,Natural,Meteorological,Storm,Convective storm,Tornado,NA,Canada,CAN,Northern America,Americas,"Regina, Saskatchewan",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1912,6,30,1912,6,30,28,200,NA,2500,2700,NA,NA,5000,3.7832112205049,NA,NA,NA,NA,regina,FALSE,50.45008,-104.6178
1912-0021-CAN,1912,0021,NA,Natural,Meteorological,Storm,Convective storm,Tornado,NA,Canada,CAN,Northern America,Americas,"Regina, Saskatchewan",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1912,6,30,1912,6,30,28,200,NA,2500,2700,NA,NA,5000,3.7832112205049,NA,NA,NA,NA,saskatchewan,FALSE,54.0001,-106.00099
1912-0005-CHN,1912,0005,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,China,CHN,Eastern Asia,Asia,Wenchou,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1912,8,NA,1912,8,NA,50000,NA,NA,NA,NA,NA,NA,NA,3.7832112205049,NA,NA,NA,NA,wenchou,FALSE,NA,NA
1914-0022-IDN,1914,0022,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,"Kepahyang, Bengkulu (Sumatera)",NA,Tsunami/Tidal wave,NA,NA,NA,NA,NA,8,Richter,-3.924,101.82,03:07,NA,1914,6,26,1914,6,26,20,20,NA,NA,20,NA,NA,NA,3.9267123357654,NA,NA,NA,NA,kepahyang,TRUE,-3.4116,103.7711
1914-0022-IDN,1914,0022,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,"Kepahyang, Bengkulu (Sumatera)",NA,Tsunami/Tidal wave,NA,NA,NA,NA,NA,8,Richter,-3.924,101.82,03:07,NA,1914,6,26,1914,6,26,20,20,NA,NA,20,NA,NA,NA,3.9267123357654,NA,NA,NA,NA,bengkulu,TRUE,-3.80044,102.26554
1914-0022-IDN,1914,0022,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,"Kepahyang, Bengkulu (Sumatera)",NA,Tsunami/Tidal wave,NA,NA,NA,NA,NA,8,Richter,-3.924,101.82,03:07,NA,1914,6,26,1914,6,26,20,20,NA,NA,20,NA,NA,NA,3.9267123357654,NA,NA,NA,NA,sumatera,TRUE,0,102
1915-0010-CAN,1915,0010,NA,Natural,Hydrological,Landslide,Avalanche,NA,NA,Canada,CAN,Northern America,Americas,"Cooper Mine, British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915,3,22,1915,3,22,56,22,NA,NA,22,NA,NA,NA,3.9658490035638,NA,NA,NA,NA,cooper mine,FALSE,NA,NA
1915-0010-CAN,1915,0010,NA,Natural,Hydrological,Landslide,Avalanche,NA,NA,Canada,CAN,Northern America,Americas,"Cooper Mine, British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915,3,22,1915,3,22,56,22,NA,NA,22,NA,NA,NA,3.9658490035638,NA,NA,NA,NA,british columbia,FALSE,49.24966,-123.11934
1915-0011-CHN,1915,0011,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,China,CHN,Eastern Asia,Asia,Guangzhou,NA,NA,NA,NA,NA,NA,NA,3000,Km2,NA,NA,NA,NA,1915,NA,NA,1915,NA,NA,NA,NA,3000000,NA,3000000,NA,NA,NA,3.9658490035638,NA,NA,NA,NA,guangzhou,FALSE,23.11667,113.25
1915-0006-HTI,1915,0006,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Haiti,HTI,Caribbean,Americas,"South, Southwest area",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1915,8,12,1915,8,12,1600,NA,NA,NA,NA,NA,NA,NA,3.9658490035638,NA,NA,NA,NA,south,FALSE,18.0702,-73.74376
1915-0006-HTI,1915,0006,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Haiti,HTI,Caribbean,Americas,"South, Southwest area",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1915,8,12,1915,8,12,1600,NA,NA,NA,NA,NA,NA,NA,3.9658490035638,NA,NA,NA,NA,southwest area,FALSE,NA,NA
1916-0004-IND,1916,0004,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,"Cuddalore, Pondicherry",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1916,11,21,1916,11,21,300,NA,NA,NA,NA,NA,NA,NA,4.2658967900176,NA,NA,NA,NA,cuddalore,FALSE,11.75617,79.76693
1916-0004-IND,1916,0004,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,"Cuddalore, Pondicherry",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1916,11,21,1916,11,21,300,NA,NA,NA,NA,NA,NA,NA,4.2658967900176,NA,NA,NA,NA,pondicherry,FALSE,11.93381,79.82979
1917-0014-CHN,1917,0014,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,China,CHN,Eastern Asia,Asia,Yunnan province,NA,NA,NA,NA,NA,NA,NA,7,Richter,28,104,07:00,NA,1917,7,31,1917,7,31,1800,NA,NA,NA,NA,NA,NA,NA,5.0225390341186,NA,NA,NA,NA,yunnan,FALSE,25,101.5
1917-0013-CHN,1917,0013,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,China,CHN,Eastern Asia,Asia,Tianjin,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1917,NA,NA,1917,NA,NA,NA,NA,635000,NA,635000,NA,NA,NA,5.0225390341186,NA,NA,NA,NA,tianjin,FALSE,39.14222,117.17667
1917-0009-GTM,1917,0009,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Guatemala,GTM,Central America,Americas,Guatemala city,NA,NA,NA,NA,NA,NA,NA,6,Richter,14.38,-90.22,22:27,NA,1917,12,25,1917,12,25,2650,NA,NA,NA,NA,NA,NA,NA,5.0225390341186,NA,NA,NA,NA,guatemala,FALSE,15.5,-90.25
1917-0003-IDN,1917,0003,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,Bali,NA,NA,NA,NA,NA,NA,NA,7,Richter,-7,116,07:08,NA,1917,1,21,1917,1,21,15000,NA,NA,NA,NA,NA,NA,NA,5.0225390341186,NA,NA,NA,NA,bali,FALSE,-8.33333,115
1918-0020-CHN,1918,0020,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,China,CHN,Eastern Asia,Asia,Kwangtung (Guangdong),NA,Tsunami/Tidal wave,NA,NA,NA,NA,NA,7,Richter,23.5,117,14:07,NA,1918,2,13,1918,2,13,10000,NA,NA,NA,NA,NA,NA,NA,5.8965912816145,NA,NA,NA,NA,kwangtung,TRUE,23.11667,113.25
1918-0020-CHN,1918,0020,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,China,CHN,Eastern Asia,Asia,Kwangtung (Guangdong),NA,Tsunami/Tidal wave,NA,NA,NA,NA,NA,7,Richter,23.5,117,14:07,NA,1918,2,13,1918,2,13,10000,NA,NA,NA,NA,NA,NA,NA,5.8965912816145,NA,NA,NA,NA,guangdong,TRUE,23.11667,113.25
1918-0015-CAN,1918,0015,NA,Natural,Biological,Epidemic,Viral disease,NA,Spanish Influenza,Canada,CAN,Northern America,Americas,Natiuonwide,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1918,1,NA,1918,1,NA,50000,NA,2000000,NA,2000000,NA,NA,NA,5.8965912816145,NA,NA,NA,NA,natiuonwide,FALSE,NA,NA
1919-0003-BGD,1919,0003,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Bangladesh,BGD,Southern Asia,Asia,Bakerganj,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1919,9,23,1919,9,23,NA,NA,NA,NA,NA,NA,NA,NA,6.7967346409761,NA,NA,NA,NA,bakerganj,FALSE,22.55,90.33833
1919-0001-IDN,1919,0001,NA,Natural,Geophysical,Volcanic activity,Ash fall,NA,Mt. Kelud,Indonesia,IDN,South-Eastern Asia,Asia,Small Island between Java and Sumatra,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,1919,5,NA,1919,5,NA,5000,NA,NA,NA,NA,NA,NA,NA,6.7967346409761,NA,NA,NA,NA,small island between java,FALSE,NA,NA
1919-0001-IDN,1919,0001,NA,Natural,Geophysical,Volcanic activity,Ash fall,NA,Mt. Kelud,Indonesia,IDN,South-Eastern Asia,Asia,Small Island between Java and Sumatra,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,1919,5,NA,1919,5,NA,5000,NA,NA,NA,NA,NA,NA,NA,6.7967346409761,NA,NA,NA,NA,sumatra,FALSE,3.58333,98.66667
1920-0007-CHN,1920,0007,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,China,CHN,Eastern Asia,Asia,"Gansu, Shanxi provinces",NA,"Slide (land, mud, snow, rock)",Tsunami/Tidal wave,NA,NA,NA,NA,9,Richter,36.888,105.606,19:11,NA,1920,12,16,1920,12,16,180000,NA,NA,NA,NA,NA,NA,25000,7.8534246715309,NA,NA,NA,NA,gansu,FALSE,37.75,102.75
1920-0007-CHN,1920,0007,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,China,CHN,Eastern Asia,Asia,"Gansu, Shanxi provinces",NA,"Slide (land, mud, snow, rock)",Tsunami/Tidal wave,NA,NA,NA,NA,9,Richter,36.888,105.606,19:11,NA,1920,12,16,1920,12,16,180000,NA,NA,NA,NA,NA,NA,25000,7.8534246715309,NA,NA,NA,NA,shanxi,FALSE,37.66667,112.25
1920-9004-CPV,1920,9004,NA,Natural,Climatological,Drought,Drought,NA,NA,Cabo Verde,CPV,Western Africa,Africa,Countrywide,NA,Famine,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1920,NA,NA,1920,NA,NA,24000,NA,NA,NA,NA,NA,NA,NA,7.8534246715309,NA,NA,NA,NA,countrywide,FALSE,NA,NA
1920-9003-CHN,1920,9003,NA,Natural,Climatological,Drought,Drought,NA,NA,China,CHN,Eastern Asia,Asia,North,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1920,NA,NA,1920,NA,NA,500000,NA,20000000,NA,20000000,NA,NA,NA,7.8534246715309,NA,NA,NA,NA,north,FALSE,27.06,93.37
1920-0005-DFR,1920,0005,NA,Natural,Hydrological,Flood,NA,NA,NA,Germany Fed Rep,DFR,Western Europe,Europe,Danube area,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1920,8,NA,1920,8,NA,NA,NA,NA,NA,NA,NA,NA,20000,7.8534246715309,NA,NA,NA,NA,danube area,FALSE,NA,NA
1922-0001-CHL,1922,0001,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Chile,CHL,South America,Americas,Atacama,NA,Tsunami/Tidal wave,NA,NA,NA,NA,NA,9,Richter,-28.553,-70.755,00:32,NA,1922,11,11,1922,11,11,1000,NA,NA,NA,NA,NA,NA,NA,6.5619146341861,NA,NA,NA,NA,atacama,FALSE,-27.5,-70
