Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations,location_word,uncertain_location_specificity,lat,lng
1990-0702-IDN,1990,0702,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,"Kuningan, Majalenga, Sumedang area (Java)",NA,NA,NA,NA,No,No,NA,6,Richter,9.904 S,101.120 E,NA,NA,1990,7,6,1990,7,6,NA,103,NA,NA,103,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,majalenga,TRUE,NA,NA
1990-0702-IDN,1990,0702,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,"Kuningan, Majalenga, Sumedang area (Java)",NA,NA,NA,NA,No,No,NA,6,Richter,9.904 S,101.120 E,NA,NA,1990,7,6,1990,7,6,NA,103,NA,NA,103,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,sumedang area,TRUE,NA,NA
1990-0702-IDN,1990,0702,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,"Kuningan, Majalenga, Sumedang area (Java)",NA,NA,NA,NA,No,No,NA,6,Richter,9.904 S,101.120 E,NA,NA,1990,7,6,1990,7,6,NA,103,NA,NA,103,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,java,TRUE,-7.49167,110.00444
1990-0012-IDN,1990,0012,NA,Natural,Geophysical,Volcanic activity,Ash fall,NA,Mt. Kelud,Indonesia,IDN,South-Eastern Asia,Asia,East Java,NA,NA,NA,Yes,No,No,NA,NA,NA,7.9 S,112.3 E,11:41,NA,1990,2,10,1990,2,12,33,NA,10265,NA,10265,NA,NA,8000,51.1067950003987,NA,NA,NA,NA,east java,FALSE,-7.24917,112.75083
1990-0239-IDN,1990,0239,NA,Natural,Biological,Epidemic,Bacterial disease,NA,Cholera,Indonesia,IDN,South-Eastern Asia,Asia,Moluccan Isl.,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1990,12,NA,1990,12,NA,50,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,moluccan isl.,FALSE,NA,NA
1990-0709-IDN,1990,0709,NA,Natural,Hydrological,Flood,NA,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,Bogor (Jakarta),NA,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1990,4,4,1990,4,5,22,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,bogor,TRUE,-6.59444,106.78917
1990-0709-IDN,1990,0709,NA,Natural,Hydrological,Flood,NA,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,Bogor (Jakarta),NA,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1990,4,4,1990,4,5,22,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,jakarta,TRUE,-6.21462,106.84513
1990-0396-IND,1990,0396,NA,Natural,Meteorological,Storm,Convective storm,Severe storm,NA,India,IND,Southern Asia,Asia,Golfe du Bengale,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1990,8,20,1990,8,20,500,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,golfe du bengale,FALSE,NA,NA
1990-0397-IND,1990,0397,NA,Natural,Meteorological,Storm,Convective storm,Severe storm,NA,India,IND,Southern Asia,Asia,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1990,8,25,1990,8,25,120,NA,NA,NA,NA,NA,NA,2200000,51.1067950003987,NA,NA,NA,NA,gujarat,FALSE,23.02579,72.58727
1990-0103-IND,1990,0103,NA,Natural,Hydrological,Flood,Flash flood,NA,NA,India,IND,Southern Asia,Asia,"Jammu, Kargil district (Kashmir)",Brief torrential rain,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,Ballol canal,1990,3,21,1990,3,22,69,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,jammu,TRUE,34.08565,74.80555
1990-0103-IND,1990,0103,NA,Natural,Hydrological,Flood,Flash flood,NA,NA,India,IND,Southern Asia,Asia,"Jammu, Kargil district (Kashmir)",Brief torrential rain,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,Ballol canal,1990,3,21,1990,3,22,69,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,kargil,TRUE,33.9666,76.48445
1990-0103-IND,1990,0103,NA,Natural,Hydrological,Flood,Flash flood,NA,NA,India,IND,Southern Asia,Asia,"Jammu, Kargil district (Kashmir)",Brief torrential rain,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,Ballol canal,1990,3,21,1990,3,22,69,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,kashmir,TRUE,34.08565,74.80555
1990-0714-IND,1990,0714,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,India,IND,Southern Asia,Asia,Bombay (Assam state),Heavy rain,NA,NA,NA,No,No,NA,17800,Km2,NA,NA,NA,NA,1990,6,13,1990,6,18,21,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,bombay,TRUE,19.07283,72.88261
1990-0714-IND,1990,0714,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,India,IND,Southern Asia,Asia,Bombay (Assam state),Heavy rain,NA,NA,NA,No,No,NA,17800,Km2,NA,NA,NA,NA,1990,6,13,1990,6,18,21,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,assam,TRUE,26,93
1990-0406-IND,1990,0406,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,India,IND,Southern Asia,Asia,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,9,16,1990,9,16,30,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,sikkim,FALSE,27.75,88.5
1990-0019-IND,1990,0019,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,02B,India,IND,Southern Asia,Asia,"Guntur, Krishna, East and West Godavari, Visakhapatnam districts (Andhra Pradesh)",NA,NA,NA,Yes,No,No,NA,NA,Kph,NA,NA,NA,NA,1990,5,9,1990,5,9,957,NA,2600000,NA,2600000,NA,NA,580000,51.1067950003987,NA,NA,NA,NA,guntur,TRUE,16.29974,80.45729
1990-0019-IND,1990,0019,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,02B,India,IND,Southern Asia,Asia,"Guntur, Krishna, East and West Godavari, Visakhapatnam districts (Andhra Pradesh)",NA,NA,NA,Yes,No,No,NA,NA,Kph,NA,NA,NA,NA,1990,5,9,1990,5,9,957,NA,2600000,NA,2600000,NA,NA,580000,51.1067950003987,NA,NA,NA,NA,krishna,TRUE,16.50745,80.6466
1990-0019-IND,1990,0019,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,02B,India,IND,Southern Asia,Asia,"Guntur, Krishna, East and West Godavari, Visakhapatnam districts (Andhra Pradesh)",NA,NA,NA,Yes,No,No,NA,NA,Kph,NA,NA,NA,NA,1990,5,9,1990,5,9,957,NA,2600000,NA,2600000,NA,NA,580000,51.1067950003987,NA,NA,NA,NA,east,TRUE,30.37584,79.97077
1990-0019-IND,1990,0019,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,02B,India,IND,Southern Asia,Asia,"Guntur, Krishna, East and West Godavari, Visakhapatnam districts (Andhra Pradesh)",NA,NA,NA,Yes,No,No,NA,NA,Kph,NA,NA,NA,NA,1990,5,9,1990,5,9,957,NA,2600000,NA,2600000,NA,NA,580000,51.1067950003987,NA,NA,NA,NA,west godavari,TRUE,17,81.16667
1990-0019-IND,1990,0019,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,02B,India,IND,Southern Asia,Asia,"Guntur, Krishna, East and West Godavari, Visakhapatnam districts (Andhra Pradesh)",NA,NA,NA,Yes,No,No,NA,NA,Kph,NA,NA,NA,NA,1990,5,9,1990,5,9,957,NA,2600000,NA,2600000,NA,NA,580000,51.1067950003987,NA,NA,NA,NA,visakhapatnam,TRUE,17.68009,83.20161
1990-0019-IND,1990,0019,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,02B,India,IND,Southern Asia,Asia,"Guntur, Krishna, East and West Godavari, Visakhapatnam districts (Andhra Pradesh)",NA,NA,NA,Yes,No,No,NA,NA,Kph,NA,NA,NA,NA,1990,5,9,1990,5,9,957,NA,2600000,NA,2600000,NA,NA,580000,51.1067950003987,NA,NA,NA,NA,andhra pradesh,TRUE,15.83333,79.75
1990-0580-IND,1990,0580,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,Ganjam district (Orissa),NA,NA,NA,NA,No,No,NA,NA,Kph,NA,NA,NA,NA,1990,11,NA,1990,11,NA,250,NA,1500000,NA,1500000,NA,NA,112800,51.1067950003987,NA,NA,NA,NA,ganjam,TRUE,19.5,84.5
1990-0580-IND,1990,0580,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,Ganjam district (Orissa),NA,NA,NA,NA,No,No,NA,NA,Kph,NA,NA,NA,NA,1990,11,NA,1990,11,NA,250,NA,1500000,NA,1500000,NA,NA,112800,51.1067950003987,NA,NA,NA,NA,orissa,TRUE,20.5,84.41667
1990-0423-IND,1990,0423,NA,Natural,Meteorological,Extreme temperature,Cold wave,NA,NA,India,IND,Southern Asia,Asia,"North, West",NA,NA,NA,NA,NA,NA,NA,NA,°C,NA,NA,NA,NA,1990,12,29,1990,12,29,86,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,north,FALSE,15.49574,73.82624
1990-0423-IND,1990,0423,NA,Natural,Meteorological,Extreme temperature,Cold wave,NA,NA,India,IND,Southern Asia,Asia,"North, West",NA,NA,NA,NA,NA,NA,NA,NA,°C,NA,NA,NA,NA,1990,12,29,1990,12,29,86,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,west,FALSE,22.56263,88.36304
1990-0632-IND,1990,0632,NA,Natural,Meteorological,Extreme temperature,Cold wave,NA,NA,India,IND,Southern Asia,Asia,"Haryana, Punjab, Jammu, Himachal Pradesh, Rajasthan states",NA,NA,NA,NA,NA,NA,NA,NA,°C,NA,NA,NA,NA,1990,1,NA,1990,1,NA,178,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,haryana,FALSE,29.25,76.33333
1990-0632-IND,1990,0632,NA,Natural,Meteorological,Extreme temperature,Cold wave,NA,NA,India,IND,Southern Asia,Asia,"Haryana, Punjab, Jammu, Himachal Pradesh, Rajasthan states",NA,NA,NA,NA,NA,NA,NA,NA,°C,NA,NA,NA,NA,1990,1,NA,1990,1,NA,178,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,punjab,FALSE,31.62234,74.87534
1990-0632-IND,1990,0632,NA,Natural,Meteorological,Extreme temperature,Cold wave,NA,NA,India,IND,Southern Asia,Asia,"Haryana, Punjab, Jammu, Himachal Pradesh, Rajasthan states",NA,NA,NA,NA,NA,NA,NA,NA,°C,NA,NA,NA,NA,1990,1,NA,1990,1,NA,178,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,jammu,FALSE,34.08565,74.80555
1990-0632-IND,1990,0632,NA,Natural,Meteorological,Extreme temperature,Cold wave,NA,NA,India,IND,Southern Asia,Asia,"Haryana, Punjab, Jammu, Himachal Pradesh, Rajasthan states",NA,NA,NA,NA,NA,NA,NA,NA,°C,NA,NA,NA,NA,1990,1,NA,1990,1,NA,178,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,himachal pradesh,FALSE,31.91667,77.25
1990-0632-IND,1990,0632,NA,Natural,Meteorological,Extreme temperature,Cold wave,NA,NA,India,IND,Southern Asia,Asia,"Haryana, Punjab, Jammu, Himachal Pradesh, Rajasthan states",NA,NA,NA,NA,NA,NA,NA,NA,°C,NA,NA,NA,NA,1990,1,NA,1990,1,NA,178,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,rajasthan,FALSE,26.91962,75.78781
1990-0626-IND,1990,0626,NA,Natural,Biological,Epidemic,Parasitic disease,NA,NA,India,IND,Southern Asia,Asia,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1990,9,NA,1990,9,NA,58,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,gujarat,FALSE,23.02579,72.58727
1990-0590-IND,1990,0590,NA,Natural,Biological,Epidemic,NA,NA,Gastroenteritis,India,IND,Southern Asia,Asia,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1990,8,NA,1990,8,NA,90,NA,18000,NA,18000,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,bihar,FALSE,25.75,85.75
1990-0630-IND,1990,0630,NA,Natural,Meteorological,Storm,NA,NA,NA,India,IND,Southern Asia,Asia,"Meghalaya, Manipur, Tinsukia",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1990,4,20,1990,4,20,16,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,meghalaya,FALSE,25.5,91.33333
1990-0630-IND,1990,0630,NA,Natural,Meteorological,Storm,NA,NA,NA,India,IND,Southern Asia,Asia,"Meghalaya, Manipur, Tinsukia",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1990,4,20,1990,4,20,16,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,manipur,FALSE,25,94
1990-0630-IND,1990,0630,NA,Natural,Meteorological,Storm,NA,NA,NA,India,IND,Southern Asia,Asia,"Meghalaya, Manipur, Tinsukia",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1990,4,20,1990,4,20,16,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,tinsukia,FALSE,27.48905,95.35992
1990-0118-IRN,1990,0118,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Darab, Hadjiabad (Fars province)",NA,NA,NA,NA,No,No,NA,7,Richter,28.251 N,55.462 E,21:47,NA,1990,11,6,1990,11,6,21,90,21000,1310,22400,NA,NA,232300,51.1067950003987,NA,NA,NA,NA,darab,TRUE,28.56667,54.95
1990-0118-IRN,1990,0118,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Darab, Hadjiabad (Fars province)",NA,NA,NA,NA,No,No,NA,7,Richter,28.251 N,55.462 E,21:47,NA,1990,11,6,1990,11,6,21,90,21000,1310,22400,NA,NA,232300,51.1067950003987,NA,NA,NA,NA,hadjiabad,TRUE,NA,NA
1990-0118-IRN,1990,0118,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Darab, Hadjiabad (Fars province)",NA,NA,NA,NA,No,No,NA,7,Richter,28.251 N,55.462 E,21:47,NA,1990,11,6,1990,11,6,21,90,21000,1310,22400,NA,NA,232300,51.1067950003987,NA,NA,NA,NA,fars,TRUE,29.61031,52.53113
1990-0412-IRN,1990,0412,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Gillan, Mazandaran",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1990,10,16,1990,10,16,NA,NA,NA,NA,NA,NA,NA,77400,51.1067950003987,NA,NA,NA,NA,gillan,FALSE,NA,NA
1990-0412-IRN,1990,0412,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Gillan, Mazandaran",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1990,10,16,1990,10,16,NA,NA,NA,NA,NA,NA,NA,77400,51.1067950003987,NA,NA,NA,NA,mazandaran,FALSE,36.25,52.33333
1990-0321-IRN,1990,0321,NA,Natural,Hydrological,Landslide,Avalanche,NA,NA,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Near Sar Dasht,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,1990,2,16,1990,2,16,21,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,sar dasht,FALSE,31.40659,57.22756
1990-0105-ITA,1990,0105,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Italy,ITA,Southern Europe,Europe,Potenza area,NA,NA,NA,NA,No,No,NA,5,Richter,40.38 N,15.48 E,NA,NA,1990,5,6,1990,5,6,2,16,NA,NA,16,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,potenza area,FALSE,40.7394,15.80837
1990-0250-ITA,1990,0250,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Italy,ITA,Southern Europe,Europe,Carlentini (Sicily),NA,NA,NA,NA,No,No,NA,5,Richter,37.300 N,15.438 E,NA,NA,1990,12,13,1990,12,13,19,200,NA,2500,2700,NA,NA,500000,51.1067950003987,NA,NA,NA,NA,carlentini,TRUE,37.28071,15.0102
1990-0250-ITA,1990,0250,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Italy,ITA,Southern Europe,Europe,Carlentini (Sicily),NA,NA,NA,NA,No,No,NA,5,Richter,37.300 N,15.438 E,NA,NA,1990,12,13,1990,12,13,19,200,NA,2500,2700,NA,NA,500000,51.1067950003987,NA,NA,NA,NA,sicily,TRUE,38.13205,13.33561
1990-0344-ITA,1990,0344,NA,Natural,Climatological,Wildfire,Forest fire,NA,NA,Italy,ITA,Southern Europe,Europe,"Peimont, Lombardie",Drought period,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1990,3,NA,1990,7,NA,NA,NA,NA,NA,NA,NA,NA,880000,51.1067950003987,NA,NA,NA,NA,peimont,FALSE,NA,NA
1990-0344-ITA,1990,0344,NA,Natural,Climatological,Wildfire,Forest fire,NA,NA,Italy,ITA,Southern Europe,Europe,"Peimont, Lombardie",Drought period,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1990,3,NA,1990,7,NA,NA,NA,NA,NA,NA,NA,NA,880000,51.1067950003987,NA,NA,NA,NA,lombardie,FALSE,45.46427,9.18951
1990-0594-JAM,1990,0594,NA,Natural,Biological,Epidemic,Bacterial disease,NA,Typhoid,Jamaica,JAM,Caribbean,Americas,Savannah-La-Mar,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1990,12,NA,1990,12,NA,NA,NA,300,NA,300,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,savannah-la-mar,FALSE,18.21895,-78.1332
1990-0155-JPN,1990,0155,NA,Natural,Meteorological,Storm,Convective storm,Tornado,NA,Japan,JPN,Eastern Asia,Asia,"Mobara, Chiba",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1990,12,12,1990,12,12,NA,78,87700,NA,87778,NA,NA,13000,51.1067950003987,NA,NA,NA,NA,mobara,FALSE,35.42583,140.29608
1990-0155-JPN,1990,0155,NA,Natural,Meteorological,Storm,Convective storm,Tornado,NA,Japan,JPN,Eastern Asia,Asia,"Mobara, Chiba",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1990,12,12,1990,12,12,NA,78,87700,NA,87778,NA,NA,13000,51.1067950003987,NA,NA,NA,NA,chiba,FALSE,35.6,140.11667
1990-0572-JPN,1990,0572,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Japan,JPN,Eastern Asia,Asia,Kyushu,NA,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1990,6,25,1990,7,4,27,81,NA,507,588,NA,36200,1700000,51.1067950003987,NA,NA,NA,NA,kyushu,FALSE,32.33546,130.85082
1990-0407-JPN,1990,0407,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Flo,Japan,JPN,Eastern Asia,Asia,Honshu,NA,NA,NA,NA,No,No,NA,NA,Kph,NA,NA,NA,NA,1990,9,17,1990,9,20,40,NA,60000,NA,60000,NA,269900,4000000,51.1067950003987,NA,NA,NA,NA,honshu,FALSE,36,138
1990-0202-KEN,1990,0202,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Kenya,KEN,Eastern Africa,Africa,Kapenguria,NA,NA,NA,NA,No,No,NA,7,Richter,5.289 N,31.859 E,NA,NA,1990,5,24,1990,5,24,NA,NA,NA,NA,NA,NA,NA,NA,51.1067950003987,NA,NA,NA,NA,kapenguria,FALSE,1.23889,35.11194
1990-0075-KOR,1990,0075,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Korea (the Republic of),KOR,Eastern Asia,Asia,"Seoul, Kyonggi, Kangwon, Inchon Provinces",Heavy rain,NA,NA,Yes,No,No,NA,10440,Km2,NA,NA,NA,Han,1990,9,11,1990,9,14,127,27,189233,NA,189260,NA,NA,38000,51.1067950003987,NA,NA,NA,NA,seoul,FALSE,37.566,126.9784
1990-0075-KOR,1990,0075,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Korea (the Republic of),KOR,Eastern Asia,Asia,"Seoul, Kyonggi, Kangwon, Inchon Provinces",Heavy rain,NA,NA,Yes,No,No,NA,10440,Km2,NA,NA,NA,Han,1990,9,11,1990,9,14,127,27,189233,NA,189260,NA,NA,38000,51.1067950003987,NA,NA,NA,NA,kyonggi,FALSE,37.385,127.37278
